review,sentiment
"Did you ever see the film ""Marathon Man""? The part with the dentist? I would rather have that happen to me than to sit through ""Random Hearts"" again. It wasn't simply uninteresting, or uneventful-- It was horribly, painfully, and agonizingly BORING. At one point, I momentarily lost conciousness. To the average layman, I may have appeared to be sleeping, but the other movie patrons knowingly realized I actually BLACKED OUT from the bordom. I thought I was going to die. When the film finally ended (I think it was twelve hours long, but I'm not sure), I let out an exhasperated ""Thank You Jesus, It's Over!!"", to which all other movie goers cheered. If I had to listen to Harrison Ford drone on one more second in that monotoned whine, I would have been forced to search for something sharp to jam in my eye to divert my attention. This is 136 minutes of my life I will never get back.",negative
"I saw this movie at an actual movie theater (probably the $2.00 one) with my cousin and uncle. We were around 11 and 12, I guess, and really into scary movies. I remember being so excited to see it because my cool uncle let us pick the movie (and we probably never got to do that again!) and sooo disappointed afterwards!! Just boring and not scary. The only redeeming thing I can remember was Corky Pigeon from Silver Spoons, and that wasn't all that great, just someone I recognized. I've seen bad movies before and this one has always stuck out in my mind as the worst. This was from what I can recall, one of the most boring, non-scary, waste of our collective $6, and a waste of film. I have read some of the reviews that say it is worth a watch and I say, ""Too each his own"", but I wouldn't even bother. Not even so bad it's good.",negative
"In my work with the only nationwide non-profit organization, Security On Campus, Inc. dedicated exclusively to the issue of college campus crime prevention and student awareness I see all too often the type of campus violence and `cover-up' through secret campus courts portrayed in the movie `Silencing Mary.' In fact we receive numerous calls and requests for information every month from campus reporters such as `Mary' who are facing similar situations.<br /><br />Its depiction of a campus rape and the subsequent crusade by `Mary,' the victim's roommate and a student journalist played exceedingly well by Melissa Joan Hart, for justice was very well done and accurately researched.<br /><br />This was the first television movie that I have ever seen that I felt truly reflected and encompassed all of the various complex issues associated with how rape and other violent crimes are dealt with on our nation's college and university campuses. Although it would not be possible to address all of these issues in depth in 2 hours, this movie comes closer than any others I've seen.",positive
"Just had the misfortune to see this truly awful film.<br /><br />Think of that scene in Magnolia at the end with the slow pan in on that woman. Now, remove the pan, add breathing and unshaven men to the mix, and you have what the entire 2 and a half hours of Humanity was<br /><br />The Inspector is a true dolt, not even a dolt, just a dim witted, slow moving simpleton. How they ever solved a crime is beyond me.<br /><br />Obligatory sex scenes are awful, and gratitious.<br /><br />Eventual villain of the piece (he raped and killed an 11 year old girl) is signposted very early and no surprise unless your are similarly dimwitted.<br /><br />Uninspiring camera work.<br /><br />The director was there saying that it is up to the audience to provide their own interpretation on the proceedings. I assume he also meant provide their own dialogue (there is bugger all - adding to its boredom level), inventive camera work (just static shots, totally stripping away the obvious beauty of the landscape the film is being shot in) and plot!<br /><br />Truly awful.<br /><br />0 out of 10.",negative
"The worst film ever made, bar none. Give yourself a pat on the back if you can possibly sit through every excruciatingly painful minute of it. Except for the bit where the hard-luck loser turned deranged psychopath from forced medical experimentation pours his pea soup on the doctor's head and laughs like any good raving lunatic should...that's all.",negative
"CRYSTAL VOYAGER is a strange documentary about an eccentric surfer living in Australia. An American by birth George Greenough has surfed and photographed himself, friends and recently, dolphins, in Australia for 35 years, all using various re invented cameras which he either straps on his back, board or boat. In the mid 70s he teamed up with Surf Mag editor and budding film maker David Elfick to create this visually interesting tale about this life and photography. The 75 minute feature CRYSTAL VOYAGER is the result. Even in the 70s audiences were a bit puzzled by this film, neither surf-ing movie nor surf movie, because George swims about on a children's zippy board, not a real surfboard.... it offset the tedious droning of George (occasionally so dry or droll that it was actually funny.. like almost setting himself on fire or falling over something) with a spectacular 'you are there' power glide through a wave that ran for 23 minutes all set to Pink Floyd music. In 1974 when the Sydney Opera house opened, it also contained a cinema. Crystal Voyager was booked in there as an arty-sporty OZ pic and by default became a hit: as the 'opera house tickets' cost far more than a movie ticket, audiences flocked to see this film as an excuse to 'have been to the Sydney Opera House'...so the film did record business as a low budget attraction to locals and tourists who wanted to tell neighbors that they had seen a show 'there'. This created this myth that the film was a huge crowd puller and the reputation spread. As a result it was teamed with the fantasy cartoon FANTASTIC PLANET and had a trippy run through the UK and Europe as a double feature. I ran it at a coastal cinema in the 70s and the crowd was rather nonplussed about it all. Recently George has re emerged Lord Of The Flies style with another well photographed sea adventure called DOLPHIN GLIDE that offers viewers a dive and swim with the wild dolphins of Byron Bay. It is an eccentric 20 min short with an even more eccentric 20 min 'how George did it' short. Each were met with a collective yawn by both the media and the pubic in January 2005.... all of which makes CRYSTAL VOYAGER a 'you had to have been there' fluke all those years ago. However at a special Oz Surf night at an outdoor cinema last year 2000 people turned up....but then 2000 turn up every night to see anything there during this summer season of films.....so the damned thing fluked another box office binge. How many actually enjoyed it is very much open to debate. Again they were more than likely just plain puzzled by this mad film with an astonishing reputation. Elfick however, since 1975, has gone onto a stellar career as a major producer and director of many lauded Australian and international films. Look up NO WORRIES or STARSTRUCK or UNDERCOVER or RABBIT PROOF FENCE or LOVE IN LIMBO for clear and present applause at his achievements. George, however, is still floating around out there somewhere droning away and looking for something else to film, or drop a camera on.",negative
"This first installment of Crispin Glover's personal magnum opus asks you to think a little, and so can't be recommended for any viewer who doesn't want to sit and puzzle over Glover's imagery or follow the surprisingly simplebut weirdly obfuscatedthread of his narrative. To the more casual viewer, yes, it's probably going to come off as a confusing mish-mash of odd, startling, and disturbing imagery for imagery's sake. <br /><br />You get the sense that Glover doesn't mind that this is the case, and he'll almost as gladly listen to why someone hated the film as to why they enjoyed it. Glover's innate eagerness for and about his work and how audiences interpret it is strongly communicated not only through the film itself, but also through the unusual question and answer sessions that he frequently conducts following showings; he clearly hopes that people will continue to think about what he has presented.<br /><br />The easiest way to interpret and dismiss the film is to label it as Dada or nihilist, a juvenile attack on the modern movie industry from an actor who's worked both without and within. But there's a reason why Glover performs his slideshow before showing his movie, and it's not only to sell books; his books juxtapose and create a narrative from images and text that Glover pieced together, and What Is It? does similarly with imagery drawn from Western culture. <br /><br />What Is It? is an endearing and compelling film in ways one hardly expects while viewing. Much has already been made about Glover's use of actors with Down's syndrome, and indeed that is one of the most initially striking aspects of the film. So jarring, in fact, that many seem to interpret it as some sort of far-reaching crusade to see a more realistic and/or dignified portrayal of the disabled in movies and televisionor, on the absolute other end of the spectrum, as a kind of direct exploitation of the disabled. But it's not either, and maybe that's part of what makes this film so uncomfortable for many: the underlying agenda is not a political one or one of hatred, but one of looking beyond the mainstream culture into a kind of outsider ugliness. It's not a film about Down's syndrome, but it is a film that is owned by the actors with Down's syndrome who appear in it.<br /><br />I'm the sort of person who is entirely gung-ho when it comes to ugliness and strangeness being portrayed so starkly that it is beautiful; happily for me, this is pretty much exactly how What Is It? presents itself to viewers. Glover uses the strange images of snails, death, and the disabled in part because he wants his audience to feel discomfort at either the sheer oddness of the imagery or the visceral reaction one has to the dying screams of an anthropomorphized snail. In some ways, the weirdly compelling (and occasionally downright grotesque) elements of What Is It? remind me of the work of the painter Francis Bacon he of the infamous popes, yes, and the odd distortions of the human figure that inevitably make viewers cringe and want to look away. Like Bacon's paintings, Glover's film manages to be opulent and humble, grainy and polished, chaotic and well-realized and the contradictions help to make it all the more disconcerting. But still this is not an entirely serious film, and it largely manages to sidestep the greatest pitfalls of pretension through the use of humor that, for the most part, derives from the use (and juxtaposition) of familiar items, images, and names of popular culture. And when What Is It? is funny, it is very funny.<br /><br />Overall, What Is It? is an impressive first film from Glover as a director and writer, and his presence as an actor in the film proves not to be nearly the distraction one might expect it to be. Watching it is like being an observer in the kind of dream that isn't exactly good or bad, but just strange and that leaves you feeling slightly grimy when you wake up. If that's the kind of art you enjoy, What Is It? is likely to exceed your expectations and be well-worth the effort of catching it in the theatre, along with The Big Slide Show and Glover himself. All in all, it's an experience you're unlikely to forget any time soon.",positive
"I walked into Blockbuster, itchin' to watch some good old fashion action movies. So i browsed around the action section until this movie caught my attention because the cover had in big bold letter SANDRA BULLOCK. An action movie with Sandra Bullock in it and it's rated R!? YAY! Although I will admit i prefer her in a comedy but if this is anything like 'Speed' then i was sold. Sadly Sandra really is not in this movie, her role is minor: ""Panicky kidnapped girlfriend"" (She is in fifth place on the actors listing for Jeebus shakes!) Apparently this was her first movie role (and after watching this movie, i figured as much) Sandra is the only living human in this movie, everyone else might as well be a Zombie in a B-Horror Flick. This movie deceived me saying Sandra was the lead . . . i fell for it like Biff from 'Back to the Future' when Marty yells ""WHAT'S THAT . . .!!!"" God, i wish i watched that instead of this.<br /><br />Sandra is the only bright side of this movie, every time she is on camera it is like she is picking up shock paddles and yelling ""CLEAR!"" to get this movies going but it flat lines no matter how hard she tries. More on Sandra later . . . <br /><br />The Movie is dull. Very Dull. Think of the Dullest moment in your life then imagine living through that moment for 110 minutes (for me, it is this movie). This movie even somehow makes Gun Fights and Bullet time effects boring, so boring that Elephant Tranquilizers are put to shame. And this movie's idea of Bullet Time is a close up of an AK in slow motion which mocks you as the caps spitting out of it represent each second of your life as it slowly ticks away. And I knew i was watching a bad movie because i found myself fast forwarding ""THROUGH-THE-ACTION!"" The plot? . . . there was a plot? Music? . . . even by 80s muck standards is Bad but at least it's the one thing that kept me awake. Acting? Sandra Bullock was good and . . . ummm . . . moving on. Is it any good since it IS rated R? No, unless R stands for Ridicules-snooze-fest.<br /><br />And it is really 80s Cliché when a movie opens with an overhead view of a city (rocking guitar licks or power ballet) and ends with a gun fight in a grim factory complete with steel walkways and assorted pipes. Both of which this movie satisfies. At least this movie establishes what era it's from which was unnecessary since Sandra's hair was screaming ""1980s!!!!"" And a movie gets really ham fisted when you watch an assassin stripper kill a nerd in the bathroom and stuff his body in a box, which you respond to sadly saying: ""that is probably the most action that poor sap ever got."" Another Hammy moment is at the beginning when some-Secret-Agent-Dude caps a crowd of people and apparently this movie thinks people jump into the air and fall to the ground when they die. All that scene needed was the Mario death ditty or maybe Contra sound effects but Nintendo might have sued.<br /><br />And it is sad when the main action hero of this movie rips off other BETTER movie icons. Before the big gun scene, Da hero is found standing in a boxing ring ('Rocky' anyone?), sporting a leather fedora (not 'Indiana Jones' too) with an ominous spotlights behind him (Terminator the 2nd before owning T-1000) What is really REALLY sad is that people on Youtube or Dailymotion can film better quality videos (with a crappy webcam no less) then this movie. I'm serious, most Rant videos recorded with bad audio and blurry picture are more entertaining then this movie. I cannot even call this movie by it's given name for it's very name bring back horrid memories of watching this cruel and unusual punishment (a freaking violation against human rights!) The only bright speck in this dark abysmal abyss is Sandra's career started taking off thanks to this movie. But oh Sandra . . . why did you have to be in such a nightmare? The paycheck better been worth it. The DVD also graces you with a little back story on Sandra as an extra, seen how she is the only one from this movie who end up being a house hold name. Which explains why this movie uses her name as bait for unsuspecting movie buffs, Crafty little critter.<br /><br />I don't have much experience with bad films but i know BAD when i see it. I could bounce back from 'Mazes and Monsters' with a good old campy Bruce Willis Comedy. But not even Bruce could cheer me up after this movie. I have yet to see any Ed Wood or Uwe Boll but I think I'm amped for them now. For i can't even fathom a movie worse then . . . ""GAG"" . . . 'Hangmen' . . .",negative
"When I first saw this DVD in a bargain bin for three dollars, I really couldn't believe my luck: a Christmas movie starring Tori Spelling, William Shatner, AND Gary Coleman??? Needless to say, I snatched it up immediately and considered it a worthwhile investment.<br /><br />The movie itself was just as bad as any movie you'd expect to be combining Christmas and the three aforementioned ""celebrities."" The dialogue was inane, the characters were one dimensional, and Carol's character arc was completely unbelievable. The movie itself was a lifeless piece of boring that refused to end and made me feel used as a human being when the end did finally come.<br /><br />My advice: Don't watch this movie unless you have to and then only under the influence of some serious holiday eggnog.",negative
This film is the worst film I have ever seen. The story line is weak - I couldn't even follow it. The acting is high-schoolish. The sound track is irritating. The attempts at humor are not. The editing is horrible. The credits are even slow - I would be embarrassed to have my name associated with this waste of film. Don't waste your time even thinking about this attempt at acting.,negative
"Saw this as part of the DC Reel Affirmations Film Festival. I hope they got better movies than this, because this film failed to deliver on any of the hopes that audience may have entertained, from the fantasy of seeing James Franco without his shirt, down to more simple wishes, such as decent acting, coherent direction, character development, or actual production values. Plagued by film school effects such as freeze frames to show moments of emotional distress, and obvious influences ranging from My Own Private Idaho to Terminator 2, this film failed on almost every level to engage the audience. After the first twenty minutes of valiantly trying to take it seriously, the audience collectively threw up it's hands and just started to enjoy the inherent crappiness of the film. I could be upset that I paid nine bucks to see it, and it was two hours I'll never get back, but on the other hand, it was an entertaining two hours I'll never get back. This would have been a classic Mystery Science 3000 episode.",negative
"In France, Xavier (Romain Duris) is a young economist of twenty and something years, trying to get a job in a governmental department through a friend of his father. He is advised to have a specialization in Spanish economy and language to get a good position. He decides to apply in an European exchange program called ""Erasmus"" and move to Barcelona to improve his knowledges in Spanish culture and language. She leaves his girlfriend Martine (Audry Tautou), promising to keep a close contact with her, and once in Barcelona, he is temporarily lodged by a French doctor Jean-Michel (Xavier de Guillebon) and his young and lonely wife Anne-Sophie (Judith Godrèche) he had met in the airport. Later, he moves to an apartment with international students: the English Wendy (Kelly Reilly), the Spanish Soledad (Cristina Brondo), the Italian Alessandro (Fédérico D'anna), the Danish Lars (Christian Pagh) and the German Tobias (Barnaby Metschurat). Then the Belgium Isabelle (Cécile de France) and Wendy's brother William (Kevin Bishop) join the group, and Xavier learns Spanish language, and finds friendship and love in his experience living abroad. ""L' Auberge Espagnole"" is one of those movies the viewer becomes sad when it ends. The story is a delightful and funny tale of friendship and love, in a globalized world and an unified Europe. This very charming movie made me feel good and happy, although I have never experienced to live in a republic of students. The newcomer William provokes the funniest situations along the story, with his big mouth and short brain. Further, it great to see a fresh approach of students living together different from those dumb American fraternities and their stereotypes, common in American movies. My vote is eight.<br /><br />Title (Brazil): ""Albergue Espanhol"" (Spanish Auberge"")",positive
"Oh, the sixties. There were some interesting films. I was more of a movie goer then. I now enjoy renting movies and relaxing in my home rather than going to the theater. I also saw this short film, "" The Legend of the Boy and the Eagle"". I have been searching for this film for years. It was truly inspiring. Surprisingly, I was finally able to gather more information from your site. Thank You........ I'm surprised to find out that this short film was an opening for a Disney picture. I too did not remember the Disney film. I did not even remember that it was an opening film for Disney. I truly wish they would show this on TV sometime. I wonder if Disey holds the rights to this film? Is it available on DVD? This is a must see for all generations!!!",positive
"Predator Island starts as six friends, Eric (Tom Dahl), Chris (Dan Gordon) along with Heather (Iris McQuillan-Grace), Kim (Iana Baker) & Denise (Melissa Roby) get invited to spend sometime on Kevin's (Michael Wrann) father's boat partying in the open sea. What could go wrong with such a super sounding idea? Well for starters a big green meteorite could crash into the sea near your boat & an alien life-force could emerge from it & try to kill all of you, then again that's just a ridiculously stupid idea, isn't it?<br /><br />Co-edited, written & directed by Steven Castle I thought Predator Island was crap & it's a simple & straight forward as that really. The script is of the worst kind, you know the sort of abomination that's full of highly annoying teenage character's who do & say the most stupid things, it's full of clichés & is utterly predictable, it makes next-to-no sense, things just suddenly happen without any build up or explanation, it's boring even at only 70 odd minutes & it has virtually no entertainment value whatsoever, not even unintentional laugh value. The film doesn't really have much of what I would call a plot, there's no explanation given as to why or how this alien creature can take over people's minds or why it can be selective in the sense that one moment the person will be 'normal' the next, when the story calls for it & with no apparent cause, they suddenly get green glowing eyes & a sudden urge to turn cannibal. There's not enough horror in it, the so-called action scenes are pitiful & I really don't want to waste another second thinking about Predator Island let alone wasting my precious energy typing these words...<br /><br />Director Castle doesn't do anything to make this thing watchable & the 'special effects' are absolutely terrible, this alien creature dude wouldn't even get into a 50's sci-fi film. The filmmakers even play some blooper footage over the end credits but this has to be the least funny collection of mistakes ever, I mean they can't even get it wrong right if you know what I mean! Forget about any decent gore as there isn't any, there's a bit of cannibalism & some intestines placed on the unfortunate actors stomach so another unfortunate actor can pick them up & pretend to eat them.<br /><br />With a supposed budget of about $150,000 I have to concede that the filmmakers were working on a seriously low budget, that's still no excuse for making such a poor film. The whole thing looks very cheap & the acting is pretty bad.<br /><br />Predator Island is crap, I'm sorry but that's the way it is & I just fail to see what anyone would get out of it. In my humble opinion this probably one to avoid.",negative
"I have seen a lot of stupid movies in my life, a lot, but this is without a doubt the worst one ever! I usually like dumb movies, if they are somewhat entertaining, but I can't even think of one good thing about this movie. I like ""Teen Witch"" for Heaven's sake. But S.I.C.K. has horrible acting, lame porn music throughout the whole thing, and even the sex scenes sucked! I would have to compare the lameness of this movie to the likes of ""Twin Dragons"", ""Puppet Master vs the Demonic Toys"" or even ""a Very Brady Sequel"". Although, this is by far worse then any of those. I beg you, don't even waste your time. Believe me, its 2 hours you'll never get back.",negative
"This starts off in Pennsylvania in 1913. A bunch of kids are killed in a mine explosion purposely set off by the mine's owner. Cut to 2006. Recently widowed Karen (Lori Heuring), her teenage daughter Sarah (Scout Taylor-Compton) and little girl Emma (Chloe Moretz) move to a remote house located near that mine. What they don't know is the ghosts of the little kids haunt the woods and kill anyone who's around after dark.<br /><br />Slow and boring ""horror"" movie. The premise is obvious and has been done to death already. Also there are huge gaps in logic in the story. It's never made clear why these kids just kill anybody or why they EAT the bodies afterwards (Yes--it's shown). They're dead already--why do they need food? And why haven't they gotten the main villain in the story long before? He was around the area. Why pick this time to attack him? Also the characters aren't the least bit likable. Sarah comes across the worst. It has a few saving graces. The location is beautiful and eerie at the same time, some of the killings were VERY bloody and brutal and the kids themselves looked spooky silently walking through the woods at night. But, all in all, I was bored and fighting to stay awake. You can skip this one.",negative
"I saw it at Cinema MK2 Hautefeuille just one night after its first public projection in Paris. A very pretty film about three 15 years old teenagers, all of them just at about the same psychologically stages. Many of the scenes let us to come back to our adolescence age & our first feelings about sexual relations. it is possible to imagine that the director would like to reduce the first strong sensual feelings of the girls to lesbianism, but even in that case she doesn't corrupt the likelihood of the story. You can sometimes find the film a little slow but it is what creates this intimate atmosphere. I fund the young actresses of talent, special mention with Floriane and Marie, very convincing. There are many small details but this film also enabled me to discover what synchronized swimming is: impressing!",positive
"Eddie Murphy really made me laugh my ass off on this HBO stand up comedy show.I love his impressions of Mr. T,Ed Norton and Ralph Cramden of ""The Honeymooners"",Elvis Presley,and Michael Jackson too.The Ice Cream Man,Goony Goo Goo,is also funny.I saw this for the first time when it came out in 1984.I laughed so hard,I almost fell off my chair.I still think this is very funny.<br /><br />Eddie Murphy,when he was on ""Saturday Night Live"",made me laugh so hard,he is one of the best people to come out of""Saturday Night Live"".""Eddie Murphy Delirious""is his best stand up performance next to ""Eddie Murphy Raw"".<br /><br />I give ""Eddie Murphy Delirious"" 2 thumbs up and 10/10 stars.",positive
"I absolutely could not believe the levels of ineptitude on display in this production. I honestly thought gay men had better taste than this. I know I do.<br /><br />The bulk of the blame doesn't lie with the cast, but let's get them out of the way first...the only one with real talent was Joe Souza (plus he had the best bod in the cast). He had a nice, clear theatre-style voice. Okay, and Jaymes Hodges' voice was so-so, but he had a vacant expression in every number. The rest couldn't hold a note in a bucket, even though the music was obviously dubbed in after the fact. Must have been really dreadful hearing them live. They were also all girly-boys except for maybe three. If I wanted to see naked WOMEN onstage I could go to the titty bars. Not sure why anyone would choose to film the L.A. production instead of New York. I would imagine NY has more readily available singing talent, though one would think in L.A. they would be able to find better-LOOKING guys. Apparently not.<br /><br />But I digress...the real blame here lies with the creators and producers. This score was the most banal, insipid tripe I have ever heard. It sounded like some theatre queens took all their musical cd's, threw them in a blender and poured the goo onto a page. Sadly, I'm sure there are many who can't tell the difference between good theatre writing and whatever this is. I mean seriously, I was laughing my ass off through the whole thing but not at the lame jokes. I think the morbid 'my-lover-has-died-of-AIDS-song' entitled ""Kris, Look What You've Missed"" was the most hysterical thing in the whole show. Genius writing...Kris / Missed...wow...they ALMOST rhyme...must be a good lyric. And Jesus...the END of that song...""Oh Kris, Ohhh Kris, OHHHH Kris..."" OVER AND OVER!!! My other favorite was ""You gotta be a Pumpy Junkie Boy to be a Humpy Hunkie Boy""...WTF??? The whole show was full of the most arbitrary lyrics JUST BECAUSE they rhymed. Where did these people learn to write songs? Apparently they listened to Sondheim and said ""He's not so great, I can do that""...as evidenced by the retarded ""Bobby, Bobby, Bobby"" reference from COMPANY in one song. Another irk: why are 20-somethings singing about Robert Mitchum and Tab Hunter? Obviously coming from the mouths of the lyricists and not the actors...again, bad writing.<br /><br />If you love torture and pain, and I know many of you strange fetishists do, go ahead and watch it. But you've been warned.",negative
"Just saw this movie on opening night. I read some other user comments which convinced me to go see it... I must say, I was not impressed. I'm so unimpressed that I feel the need to write this comment to spare some of you people some money.<br /><br />First of all ""The Messengers"" is very predictable, and just not much of a thriller. It might be scary for someone under 13, but it really did nothing for me. The climax was laughable and most of the audience left before the movie's resolution.<br /><br />Furthermore the acting seemed a little superficial. Some of the emotional arguments between the family were less convincing than the sub-par suspense scenes.<br /><br />If you've seen previews for this movie, then you've seen most of the best parts and have a strong understanding of the plot. This movie is not worth seeing in the theaters.",negative
"...that maybe someday people will wake up to. People who can resist the urge to separate each and everything, and who see the 60s for what they were. People who can see that it was the individuals who made those times; not the other way around.<br /><br />The ""Forrest Gump"" comparison is a good one. Both films look at the 60s, but ""Four Friends"" is about human beings, as opposed to caricatures. FF delves deeply into the very thing that FG (quite successfully!) tries to condense and classify as nothing more than a backdrop. But while ""Gump"" files the 60s away in an attic like old toys in a box, ""Four Friends"" picks up and embraces each toy, thus blurring the lines between what you hold dearly and what you are.<br /><br />If you associate romance with shoe polish, you'll hate this film.",positive
"In April of 1965, CBS broadcast the first of Barbra Streisand's monumental television specials. The show was not only a runaway ratings success, but garnered 5 Emmy awards as well. This is one of the most memorable moments of 1960's television and (unfortunately) the kind of television special they don't produce anymore. Filled with wonderful songs and a spectacular performance by Barbra, this special is a must view for any Streisand fan and anyone interested in early television.",positive
"...""Flight of the Living Dead"" sports production values that belie the substandard script from director Scott ""I'm a producer, can'tcha tell?"" Thomas and two hacks who shall remain nameless because I feel sorry for them having to attach those no-names to this turkey. Apparently actually shot on film, this direct-to-DVD release has almost nothing going for it that you haven't seen or heard a hundred times already.<br /><br />Despite the presence of a number of recognizable character actors like Richard ""Three O'Clock High"" Tyson, Erick ""Stargate"" Avari, and Raymond J. ""Little Children"" Barry, and a slew of others not so recognizable, ""FoLD"" is predominantly populated with cardboard, most of which ends up soaked in unconvincing fake blood. There are a few (precious few) gags that work (the umbrella and the zombie trapped in his seat both come to mind), but most of the scripting is pedestrian and comic-book stupid, and I am here to assure you that we're talking pedestrian and stupid. You'll never for a second believe that ""FoLD"" is anything but a cheap cash-in movie with pretensions of cool. God forbid it ever spawn the sequel its idiotic ending promises.<br /><br />Strictly freebie viewing, depending on how impecunious your local library is, and otherwise suitable for insomniacs and the indiscriminate only.",negative
"I recently visited the Magic Kingdom as an adult with my mom, her best friend and my adult sister. Disney World is often mistakenly perceived as a place for just children, but when you see quality shows like Mickey's Philharmagic, you realize that the magic of Disney is for everyone! It was such a great show that we left the theater and turned around and got in line again. And then a third time. It was absolutely breathtaking. I would encourage anyone who goes to Disney World to check out this show, which is not just a show but a world wind, fun filled ride with Donald as he once again lets his temper get him in trouble!",positive
witty. funny. intelligent. awesome. i was flipping channels late one night years ago. came across this and a wildfire started. i was staying up late every night and taping it for everyone i know. a few. like 3 people out of the almost 100 people i made watch this didn't think it was as awesome as i did. the others were laughing out loud so hard they were crying and thanking me at the same time. please do yourself a favor. run don't walk. watch this and enjoy. intelligence and humor. it's a win-win situation. i wish i could have afternoon tea with him and meet the truly rare comedian that we as a society need more of....sanechaos.,positive
"Now, I watched this when I was hungover one Sunday and my auntie and uncle were visiting one day with my 2 cousins (one was 11, the other 9). We stuck on the TV and Passport To Paris had just started. My cousins both had said that they watch Two Of A Kind sometimes and I said they could watch the film if they liked. Since I was in no fit state to get up, I just stayed in the living room with them and ended up watching the film! I have to say, as a person who has no interest in those kinds of TV shows or films, I actually enjoyed it... it must have been the alcohol lol but I do admit, it would probably only appeal more to girls aged between 6 and 13, but it was a movie to pass the time. There's always a movie or a show that you don't think you'll like, but for a laugh, you enjoyed it.",negative
Absolutely the best thing I have ever seen on TV. It was both entertaining and informative. The reason I found this site is an attempt to find out how I can again see it.<br /><br />In the light of present understanding of history we have to sympathize with Gen. Leslie Groves who was responsible for the nuts and bolts of running the Manhattan Project. Most certainly he was not as paranoid about security as most have thought in the past. <br /><br />The casting for the real life people portrayed was outstanding. It was the first time that I noticed Sam Waterston as an actor. Except for height he looked very much like Robert Oppenheimer.<br /><br />The early scene in which Oppenheimer is leading a class of graduate students was especially intriguing to me.,positive
"I can't understand what it is that fans of the genre didn't like about this film. It was truly a lot of fun. The special effects were wonderful. I generally agree with reviews and with IMDB voters, but not this time. I waited until it came to home video which I felt was another reason that I wouldn't enjoy the film. I believe special effects films need to be seen on the big screen, but again this was not the case. To me the film begs comparison to two films that were released around the same time. Blair Witch and The Mummy. Both films that I thought were terrible. Blair was probably the most overrated horror film of all time. The Mummy made gobs of money and it was pure dreck. People liked it for it's special effects. Films like the Mummy and The Haunting are not rich in character development, they are more like funhouse rides. Well with that analogy the Mummy was a B ticket to the Haunting's E-ticket.",positive
"this film is basically a poor take on the old urban legend of the babysitter who gets crank calls telling her to check the children, she calls the police who trace the calls and find there coming from inside the house. when a killer calls has a story so simplistic a little kid could have written it. not much suspense, it becomes clear who the killer is halfway through the film. at the beginning, when the first victim is killed it looks like a bondage fetish scene from a porn site or something. whats up with that? the film is oh so typical slasher fare with a plot about as original as a Beatles concert. even by low budget slasher standards its cheesy. don't waste your time with this. nuff said",negative
"In a film as successful as this, it is difficult to single out any one factor. All departments work in perfect union to create on of the most moving human dramas ever put on film. <br /><br />The production is a tribute to the ensemble efforts of the writers, producer, cast and crew. To name but a few, the magnificent score of Hugo Friedhofer is a subliminal marvel, the subtle yet striking photography of Greg Toland, and the unbelievably effective direction by William Wyler all combine with an ideal cast to create an American classic.<br /><br />The DVD format version is a special treat to view. What a pleasure to see ""The Best Years of Our Lives"" so beautifully preserved for generations to come to enjoy.",positive
"Brokedown Palace is not the kind of movie I would ever like to see. I also did not like the movie when some Aussie man smuggled drugs in Thailand and accused Claire Danes and Kate Beckinsale of drug smuggling. I would not go to that country no matter what after I saw this movie. In fact this movie stinks. I prefer to visit Germany to meet beautiful single women. Germany is the country I tolerate. I also would rather stick to the United States instead. After I saw some of the movie in the theatre including the false accusation of drug smuggling, I left the theatre and had my money refunded because I cannot tolerate this movie. If you are going to to Thailand to meet someone there who could be a drug smuggler, forget this!",negative
"This film has possibly, the worst title for a stooge short ever dreamed up. Somewhat fitting, given the actual fifteen minute content.<br /><br />I can do without any of the ""Shemp A.D."" stuff, but I will admit to having a few LOL moments from the two-man comedy offered by Moe and Larry in some of the new footage (and kudos to those guys for trying to give it their all, considering the position they were forced into in even making these dogs).<br /><br />Another bright spot to this and the last A.D. debacle ""Commotion on the Ocean"" is the decided lack of screen time for Joe Palma and the back of his head. No attempts to have him speak or flap his arms like a chicken(see ""Hot Stuff""), may be worth an extra rating point.<br /><br />2/10",negative
"This movie was really interesting... it also is quite shocking as the similar events of the movie occurred only 10 months after the movie premiered.<br /><br />it was interesting seeing the problems that could be encountered and realistic enough to show that no matter how prepared you think you are - you aren't. if this was made for an American audience - it would be different because they would have used this as a full propaganda film and not as a wake call which the BBC did! it still is propaganda, in some extend - no film today with these themes can not be - but it dealt with the issue successfully.<br /><br />a film that should be shown in all terrorism/counter-terrorism courses but will not because it shows faults which is not allowed to be acknowledged! A great film in which the BBC took a few risks and unfortunately, London does not need a fictional tale any more, due to the reality of July 7 2005.",positive
