urlDrugName,rating,Review,score
finacea,8,"finacea rosacea - Facial redness decreased within the first month. Facial flushing was decreased. During the first month I experienced stinging and itching for around 10 minutes after application. This lessened in severity after the first week, and tapered off completely after about a month. I applied Finacea to my facial skin twice a day after cleansing. My main aim was to decrease the redness caused by Rosacea. This was successfully achieved, my skin seemed paler and less reactive to my Rosacea triggers (which include sunlight exposure and spicy foods).",high
effexor,8,"effexor depression - Yes would recommend this drug for people with mild depression, Tired.......... I work a lot of hours! but I felt overly tired during the day. Once I came off of the medication,the tiredness went away. 1 pill every night for depression.My doctor wanted me to try different medication,as my depression comes and goes.",high
pristiq,2,"pristiq stress-related anxiety - A feeling of relaxed euphoria; i.e., not worrying about anything and feeling slightly ""buzzed"" Rushing sound in temples, along with intermittent headache twinges in the temple area; tightness/spasms in the jaw and throat area; impaired ability to focus; when combined with caffiene from one cup of coffee, resulted in racing pulse for several hours until the drug wore off Dr. advised me to start with half the recommended dosage (25 mg of 50 mg, or half a pill 1x/day) and work up to 50 mg/day.  After taking one dosage (25 mg) and experiencing the side effects, I notified the Dr. and stopped taking the medication.  One dose of 25 mg. taken at noon lasted until noon the following day (24 hours).",Low
innofem,10,"innofem hormone replacement - Some decrease in headahces.  However, now all these years later taking estradiol, I look younger than my friends and my skin is in much better condition.  I'm not wrinkle free, but have fewer than most women my age who have not had hormone therapy. None really I was experiencing hot flashes, mood swings and headaches before taking estradiol.  Since taking it, the flashes and mood swings disappeared.  I have been on hormaone therapy for about 20 years and have no intention of going off.  I feel good and look good for my age and I attribute some of that to the hormonal therapy.",high
penicillin-v,9,penicillin-v strep throat - The treatment effectively got rid of my infection and also alleviated my pain after taking twice(on day). The only side effects were I felt a little sick if I took the pill on an empty stomach and I got diarrhea a couple of times After seeing my doctor I was prescribed Penicillin V and took it for ten days twice a day.,high
adipex-p,8,"adipex-p weight loss - Considerable weight loss, increased energy, decreased appetite, increased heart rate, jittery, hyperactivity, severe diet change Taken to complement daily exercise and healthy eating, phentermine produced significant weight loss.  It was effective throughout the months, though it lessened over time. The heart rate issues and jitters were felt mostly during the beginning of the treatment.",high
valium,10,"valium anxiety - After intolerable side effects of an anti depressant it relaxed my stomach (stopped vomiting) relaxed muscles so constant shaking and shivering subsided,helped me sleep and for me to actually have normal and relaxed thoughts.

Taken when needed from normal anxiety it just relaxes body and mind... it's long lasting nature often means that Slight mental and phyical sedation (positive effect for me but be careful if you need to be alert e.g driving)

Slight mental fog for couple of hours on a higher dose (i wouldn't choose this particular benzodiazepine if I felt anxiety at work as I wouldn't be able to concentrate up to the standard required.) But perfect for every other situation. It's long lasting nature often means that if I am experiencing anxiety only one dose is enough to last through the night into the next day... and often it seems as though the body remembers and stores this relaxation so another dose is not necessary. 

I only take when needed which can mean I go months without a dose... this is important as for me personally if I see valium and other benzodiazepine drugs as a long term / life treatment its vital not to become addicted and dependant as this not only means needing a drug to function (shackled by a drug rather than using its benefits when really needed.)

But if your body has constant daily dosing for months or years your brain stopped producing natural relaxation chemicals meaning that you need more and more of the drug to get the same benefit and also because of this after years of high dosage extreme withdrawal symptoms can occur while the brain starts to produce these chemicals again.",high
ambien-cr,9,ambien-cr insomnia - more restful sleep. which helped me to be more alert during the day and less nervous and paniky thinking about my inability to sleep at night knowing I had to work the next day. slight groginess the first couple of days but other than that I actually felt more awaken because the sleep I received was deeper and allowed for me to be more restful when I awoke. 1 tab at night when needed one hour before bedtime.,high
abilify,8,"abilify bipolar - I had severe depression with agitation and mixed-state bipolar hypomania. I was insomniac. I took abilify 5mg for 3 mos, and then I upped it to 10mg. I became drowsy, however, with adequate sleep (10 hrs) there were no hangover effects, unlike zyprexa, for instance. I also experienced some cognitive blunting- that is to say that I could not think very well on my feet the abilify decreased the need for daily klonopin. When I went off of it, I tapered down to 5mg for 4 weeks, then quit altogether. I had racing thoughts when I stopped, but these gradually diminished over several weeks. I also experienced about two months of hypomania, but this was goal-directed and positive for my functioning.",high
naproxen,1,"naproxen carpal tunnel - releved pain for 1 hour but then has no more effect and caused pain not reileif possibly ebcause of `the fast i had high blood pr1essure but did not read it has high sodium, (low sodium diet for over 3 years) gave me extreme cramps, swelling, dizzyness, nausiea, laughing for 30 minutes straght ????",Low
vasotec,7,"vasotec high blood pressure - kept the high blood pressure normal. of course patient has also changed lifestyle - exercising four times a week, eating light sodium and low calorie foods. diet of vegetables and fish or white chicken, fruits and grains, no red meats. we believe it is both lifestyle and medication that have lowered the high blood pressure. none that we can tell. one tablet of 10mg once a day",high
vicodin,10,"vicodin pain relief - toothache - Acute pain in tooth subsided normally within 30 minutes, and the relief lasted 6-8 hours.  Allowed me to sleep the entire night without being awakened by the return of pain.

I was later prescribed Codeine after the procedure, which only dulled the pain to half intensity. Mild drowsiness accompanied by a sense of well-being or euphoria.  Side effects were enjoyable, so I was especially careful to take it only as needed to reduce risk of dependency.  The combined effect of pain relief and ""nice feelings"" make this a risky drug to take if you are susceptible to addiction. Prescribed by my dentist to ease pain until I could have a problematic wisdom tooth extracted.  Received 30 tablets to be taken as needed for pain.  I took a half tablet when the pain was less severe and a whole one when I thought pain might interrupt sleep.

My back went out suddenly one day and I was unable to stand or walk without excruciating pain.  I took the last two Vicodin in one dose and the moment I was able, went to a clinic where the doctor chastized me for having a narcotic.  The onset of pain relief was rapid, the side effects took longer to present, but when they did, they were more marked.  Same amount of drowsiness, heavy limbs, and a trance-like state.",high
propecia,10,"propecia male pattern baldness - It effectively slowed my hair loss dramatically. My barber of 15 years says my hair has not changed. I notice slight loss over the years, but I still have a lot of hair whereas I would most certainly be bald without it! None The cost is prohibitive for many. I took Propecia for many years (with great results) until I went to a new doctor and he offered to prescribe it's generic counterpart Finasteride. It costs about $30 for a six months supply compared to Propecia @ $85 for a one month supply. The only drawback is that the pill only comes in 5mg, so you have to cut it into 5 doses of 1mg. For that kind of savings it was no problem for me and it's been working for me for about 5 years! If your doctor won't do it, fire him/her as they are probably on the payroll of big pharma!",high
zoloft,10,zoloft anxiety - Completely eliminated anxiety disorder characterized by panic attacks and generalized anxiety after dosage of 50 mg/day was taken.  Downsside was that while on 25 mg/day start up dose for the first  7 days anxiety was extremely worsened and almost unbearable. Initial weight loss Patient taking 50 mg/day for generalized anxiety disorder and panic attacks.  Initial start up dose 25 mg/day for 7 days.   Anxiety extremely heightened and patient almost disscontinued med because of it.  Hung in there and pill started to decrease and finally eliminate anxiety.,high
lamictal,7,"lamictal bipolar ii - My head felt very clear for the first time in years. I didn't get rattled as easily. Mood stabilizer is a very good description of it. I was able to get motivated, and not feel the world was ending every time something went wrong. I lost the desire to spend money in a ridiculous fashion. Unfortunately I developed the much feared rash, and had to discontinue. I had recently started Cymbalta, so I can't be sure it was the Lamictal that set me off, but the psychiatrist didn't want to risk it. I did have to change the timing of the dose to bedtime, as it made me a bit tired shortly after I took it. Also, I believe it affected my vision, which got a bit blurry sometimes. I spent years shuttling between SSRI's, which I know know were the key element in tipping me into mania several times. After the psychiatrist determined the problem was BiPolar 2, the first treatment she considered was Lamictal. I did get some headaches at first, and unfortunately, at some point the effects were negated by the addition of Adderal. Once the Adderal was stopped, it was all good again. I would recommend this drug to anyone, with the proviso that if the SJS rash shows up, you must stop it immediately. Despite that, I really feel it is worth trying.",high
fosamax,5,"fosamax osteroporosis - there were none that I know. Still has osteroposis.  Had to stop because of the stomacjh effect. Developed atrial fibrillation of the heart.  going to shock heart into proper rhythm.  Looked down her throat with a camera to see if there was any blood clots around her heart.  Ruptured her esophagus.  Never did find out what caused this but i figure the fosamax caused a very very small hole in the esophagus, weakened the side and the camera scope tore a hole. When fixed, there was no more pain in the stomach.  She is alright now--but almost died from this See above for treatment details as I don't know what more I could say.  She is healthy now from this.  Fosamax and this type of drugs are not very good for some people.",high
alprazolam,10,"alprazolam anxiety - Anxiety greatly diminished shortly after taking alprazolam.  The alprazolam was also effective in calming the mind prior to sleep.  I have taken alprazolam for anxiety attacks, worrisome and obsessive thinking and in order to fall asleep. I noticed no adverse side effects other than an occassional grogginess the next day after taking it at night. The Doctor prescribed alprazolam for anxiety, taken daily every 8 hours or as needed to treat immediate symptoms.",high
levitra,10,levitra ed - The stuff works like a charm--fast and effective. None One pill 30 mins. before activity,high
morphine,1,"morphine for tramflap surgery,implant removal - none I went into shock during recovery from surgery and was told I had allergic reaction to the morphine and not to ever take it again.  I saw red spiders and hallucinated for weeks afterwards. Not sure of any details, since it was during surgery and I was not awake.",Low
zoloft,7,"zoloft ibs, panic attacks, depression - Panic attacks and depression completely alleviated; true 'happy pills'. I wish I could keep on taking them indefinitely as I am in a life situation which can't be readily changed in the foreseeable future, where I am unhappy and stressed, which can and does lead to depression and negative, sometimes suicidal, thoughts. I found Sertraline completely ineffective for my IBS. After taking drug for 4 months I developed (for want of a better description) 'muscle jumps' (more severe than twitches and different from tics) which could occur in any part of my body, causing a literal 'jump' in the affected body part!  These only occurred when I lay down - usually when I was in bed, but didn't occur when I was up and about moving around. I gave up taking Sertraline completely on my own volition as the condition was getting worse and although more irritating than serious, it started to interfere with my sleep.  The condition took around 2 months to completely disappear.",high
zithromax,8,"zithromax sinusitis - It is extremely, powerful antibiotic, which give immediate effect with in two hours. nausea 500 mg of azithromycin once in a day...for three days gives total recovery from sinusitis.",high
dexedrine,8,"dexedrine adhd - ability to concentrate and order thoughts, capacity to work effectively, organise home life, I was able to start tertiary study again and complete assignments and exams where I wasn't able to before due to concentration and motivation issues caused by my condition clenching of jaw, loss of appetite at first, senses felt a bit strained at the end of the day, at times I felt a bit overwhelmed and heart would beat pretty fast - this was at least in part due to the medication, ongoing treatment for ADHD, originally I was prescribed 40 mg per day but dropped it to 30 mg when I had a few instances of heart palpitations and panic attacks",high
flexeril,6,flexeril upper back / left shoulder and neck pain - Not sure if it is effective or not.  Pain is gone in the morning but steadily increases as the day progresses.  I am virtually unable to function by evening.  I think I may ask my physician to prescribe an additional 5mg to be taken in the afternoon to see if that prevents the pain rebound in the afternoon. Slight grogginess in the AM. Starting PT in 2 days.  Currently on Flexeril QD HS x 5 days.,high
lidocaine,10,"lidocaine nerve and muscle pain - Almost immediate (i.e. within 15 minutes) relieve of severe nerve and/or muscle pain in neck, shoulder &/or lower back. These patches work like a miracle for me, although others who have used them say they offered no relief for muscle or nerve or shingles pain.  I have bone spurs in my neck which sometimes irritate the nerves in my neck and cause excrutiating pain ... also periodic sciatica and shoulder and upper & lower pack pain from an auto accident.  Chiropractic and message helps, but these patches are used when those interventions fail to bring about sufficient relief ... especially for the nerve pain in my neck. I use them only as a last resort. Relief of pain!  No bad side effects. Although the packaging indicates that up to 3 Lidoderm patches can be used at one time for up to 12 hours in a 24 hour period, I have never used more then two patches, and then only rarely.  I usually use one patch and cut it into several pieces to fit specific areas. I have used one patch, cut into 2 pieces on my neck for up to 24 hours several times (i.e. replaced the first patch with a second at the end of a 12 hour period) during severe pain episodes, without any harmful side effects.",high
prevacid,7,"prevacid severe heartburn - Overall acid reduction; however, it could be sporadic.  With taking the medication, still had to watch diet and avoid triggering foods.  At times, the medication was not effective. None Symptoms were so severe they would wake me up in the middle of the night, gasping for breath at times.  This treatment reduced episodes such as this, but was not 100% effective at all times.",high
prednisone,9,"prednisone polymyalgia - I went from being in extreme pain and sometimes almost immobile to being able to go back to work at a physical job So far all I,ve had is a little weight gain plus occasionally I have to take ib prophen in the evening to get rid of leg pain i sarted off with taking 3 - 5mg pills a day, over some moths I was down to 1 - 5mg pill a day.  I went off the medication a few days and was ok until the third day.  I went bace to taking 3 pills a day for a week, am now down to 2 a day and will go down to one a day next week. I then will bee taking 1 pill every two days.  The trick is to take as little as possible while not taking too little and having to start over again",high
depo-provera,10,"depo-provera birth control - I was taking this drug as birth control, and it has been extremely effective.  (No children, yet!) The fact that you only need to take it four times a year is great, so it is difficult to miss a dose. (Unlike the pill, which you take everyday, and missing it even once alters it's effectiveness.)  As an added bonus, I no longer have my period, which were extremely painful and disrupted my life for a whole week every month.  I no longer suffer from PMS symptoms, either.  I can not complain about this drug at all. I have not experienced any side effects from this medication.  Losing my period was an anticipated side effect, and although many feel that this is too much for them and discontinue use of this drug, it is a good side effect for me.  Also there are studies that show bone mineral density is affected by this drug, but I have undergone a bone density scan, with normal results.  This is great, considering I have been on Depo for nine years now, since I turned nineteen and for most of my twenties. This drug is administered into a muscle by injection four times a year, by a physician.  The shot is given every ten to thirteen weeks.  Besides being used as birth control, it is also used to treat other conditions.",high
allegra,9,"allegra allergies - significantly helped in reducing congestion and headaches. Incidence of illiness and or secondary sinus infections were reduced. None. I felt much better taking the medicine After taking allergy tests and having significant response to dust mite allergins and mold, the doctor prescribe some antihistimines. I took several different kinds which had either no effect or made me feel extremely drowsy. 
Trying the allegra helped immediately and I felt fine. It has worked well for me over the years and continues to.",high
triaz,9,triaz acne - My acne has been greatly reduced and my skin is a lot clearer. I also found that my skin is less oily. I saw these results within the first month of using the product. I haven't experienced any side effects. I washed my face with the Oxy wash morning and night leaving the Oxy wash on my face for 3-5 minutes and then I rinsed the Oxy wash off.,high
zyrtec,6,"zyrtec year round allergies - I have good relief of sneezing, dripping nose, chesty cough, dry throat until a couple of months ago have been on citirizine for approximately 7 years if not more.  I saw my GP last week to change as the cetirizine was no longer working on my allergies.  Since then I have slept only for about 12 hours (in six days), a nauseous feeling in my stomach with dizziness, stomach cramps, a permanent knot in my stomach, shivers, tremors and sweats, I am worried about itching starting  now.  The good news is that I am less fuzzy in my head even though I am tired, my bladder control is back and I seem to be losing some of the 3/4 stones I have gained since taking the drug.  Today I took half a tablet just to function in my job I was prescribed one tablet daily along with eye drops and a nasal spray, over seven years ago.",high
xanax,1,"xanax anxiety attacks - At first I loved this drug. Panic attacks were getting under control and I didn't feel druggy or fuzzy headed. There were no side effects that I noticed at the time. Sadly, you can't (or shouldn't) take a drug like Xanax forever. So eventually, after using it for four months, I stopped. OMG. Would someone please explain to me whose brilliant idea it was to create a drug that when you stop taking it, causes the same symptoms that it was designed to alleviate to begin with?!?! I ended up going through even worse panic attacks after stopping the drug than I had to begin with! So in spite of the fact that it worked great to begin with, I would NEVER take this medication again. All in all it turned out to be a terrible experience. There are other far less addictive and nasty drugs available for anxiety.",Low
fluvoxamine,10,"fluvoxamine obsessional thoughts ocd - within 2 weeks obsessional thoughts were less, so much so that she could return to work, she increased dosage slowly over a few months to maximum 150mgs with marked improvement in her obsessional thinking and she was able to complete a masters degree. After one year slowly decreased dose. Would definately take it again if obsessional thinking returns in the future some constipation and solomance, but not too severe, the befefits of the drug outweighed these as above",high
haldol,10,"haldol psychotic out nof control patient - Was able to gain control after receiving the injection form of the medication.Was helpful in decreasing aggitation,psychosis,delusions.At the end of the required time in seclusion and after giving medication time to take effect patient was able to return to facility population without any further problems.Was able to maintain in a calm manner,much less aggitated and was able to meet to staff to discuss delional ideas. Drownsy but no untoward effects.Patient was able to be put on routine dose of this medication after effectivness of medication was evaluated to help prevent further problems.When routine dosage was begun patient was given routine medications for any side effects. Patient became aggiatated,delusional and psychotic and needed to be medicated for safty of patient and others.Required seclusion for decrease stimuli for mediation to take effect.Patient was medicated and given the quiet of seclusion and was monitored for saftey.At the end of seclusion time was released and placed back into the facility mileu.",high
propecia,1,"propecia male pattern bladness - There were no benefits that I could perceive.  The hairloss continued but worst of all the side-effects from this drug are severe and permanent.  This is very disturbing! Sexual Dysfunction, depression, swelling, fatigue, redness and insomnia.  These side-effects were SEVERE and PERMANENT. This drug should NOT be on the market!",Low
prednisone,8,"prednisone ulcerative colitis - I never really had any complications with my disease. It seemed to help treat the ulcers in my colon. It also let me be able to eat normal foods because when a person has Ulcerative Colitis they have to monitor what they eat and usually have to eat bland foods. It really helped me a lot but the side effects took away from the overall rating. The side effects most likely worsened because I was on the drug for a long period of time. I had dry eyes, trouble gaining weight, and loss of energy. My doctor had me start out by taking 6 tablets a  day, three at breakfast and three at dinner. After 2 and a half months he had me start taking 4 tablets a day and 1/2 a pill less every week, until i was down to 1/2 a pill a day for a week. After that I stopped taking the pills.",high
effexor,4,"effexor anxiety - less anxiety, emotional stability terrible withdrawal treatment consisted of drug combined with therapy.",Low
divigel,9,divigel hrt - This worked better than an estrogen patch.  I felt better and vagainal atrophy was almost cleared up. None that I can tell. Rub one packet of gel on the top of either thigh daily.,high
oxycontin,8,"oxycontin chronic nerve pain from back surgery - when the drug wears off pain starts to increase to an almost intolerable level after taking 1 dose the pain is swept away and left feeling almost 100% better. BUT I must take 2nd dose in 12 hrs, to keep pain at bay. constipation which can be relieved by stool softener which is a fair trade off to me. another effect as I found out is that it dries out your mouth and causes gum disease and now all my teeth need to be removed After 2 back surgeries doctor tried numerous pain relief options and none seemed to work used physical therapy to strengthen lower back and 1 tablet 80mg twice daily to alleviate pain",high
singulair,3,"singulair asthma - I'm told it opens airways, but also hear there are neg side effects. Witout it, I'm a bi more weazy, but not much. I hear its bad for heart (singulair) but am not sure and have not noticed. I may notice marginal effect on digestion, but it may be unrelated. I purchased it in generic form most recently in India. I take one tab nightly. When my asthma is worse, I take it and it helps marginally. It is supposed to be leukotrine inhibitor.",Low
lumigan,8,"lumigan sparse thin eyelashes - dramatic increase in eyelash growth and thickness, eyelashes became noticably longer after four weeks, with good growth experienced at the 12 week (3 month mark). slightly darker eyelashes, the lashes appear rather whispy on the end and sort of messy, they grow irregularly and point in different directions as opposed to nice and straigh like they were before. brush on the opthalmic solution (I used a small lip liner brush) directly on the lash line of the upper eyelid, once daily in the evening before bed (on fresh clean skin after makeup removal). Every second evening I also brushed the solution on the underside of the lashline on my upper eyelid by pulling my eyelid up (being careful not to get it in my eyes).",high
temovate,7,"temovate dyshidrosis - The resulting small, fluid-filled blisters (vesicles) most commonly occur on the palms and fingers of your hands and on the soles and toes of your feet. The blisters usually last for three to four weeks.

The blisters often cause intense itching. Scratching the blisters can damage the skin and, in some cases, lead to infection. Once the blisters dry, they often leave cracks and painful grooves (fissures) in your skin.
Risk factors

Dyshidrosis occurs twice as often in women as in men. Other risk factors include:

    * Stress, because dyshidrosis appears to be more common during times of stress
    * Exposure to metal salts, such as chromium, cobalt and nickel � usually through cement or mechanical work
    * Having seasonal allergies, such as hay fever
    * Frequently exposing your skin to water or other wet substances The resulting small, fluid-filled blisters (vesicles) most commonly occur on the palms and fingers of your hands and on the soles and toes of your feet. The blisters usually last for three to four weeks.

The blisters often cause intense itching. Scratching the blisters can damage the skin and, in some cases, lead to infection. Once the blisters dry, they often leave cracks and painful grooves (fissures) in your skin.
Risk factors

Dyshidrosis occurs twice as often in women as in men. Other risk factors include:

    * Stress, because dyshidrosis appears to be more common during times of stress
    * Exposure to metal salts, such as chromium, cobalt and nickel � usually through cement or mechanical work
    * Having seasonal allergies, such as hay fever
    * Frequently exposing your skin to water or other wet substances The resulting small, fluid-filled blisters (vesicles) most commonly occur on the palms and fingers of your hands and on the soles and toes of your feet. The blisters usually last for three to four weeks.

The blisters often cause intense itching. Scratching the blisters can damage the skin and, in some cases, lead to infection. Once the blisters dry, they often leave cracks and painful grooves (fissures) in your skin.
Risk factors

Dyshidrosis occurs twice as often in women as in men. Other risk factors include:

    * Stress, because dyshidrosis appears to be more common during times of stress
    * Exposure to metal salts, such as chromium, cobalt and nickel � usually through cement or mechanical work
    * Having seasonal allergies, such as hay fever
    * Frequently exposing your skin to water or other wet substances",high
avage,8,"avage anti aging - Avage contributed to maximum exfoliation to treat both hyperpigmentaion and minimization of lines, creases and wrinkles. It also helped to minimize pore size and added a more radiant look to my skin (it was very dull and drab). Some type of basic moisturizing cream must be applied over the Avage. If the moisturizer was not used the avage was to strong to use daily. I have used Avage without a moisturizer on a every other day time table. after 30+ days skin condition greatly improved. Avage contributed to maximum exfoliation to treat both hyperpigmentaion and minimization of wrinkles and anti aging. It also helped to minimize pore size and added a more radiant look to my skin (it was very dull and drab).",high
nortriptyline,10,"nortriptyline joint/muscular issues - fibro - ability to sleep though the night decreasing joint/muscle pain and cramps allowing for a more productive day none once proper dosages were found....higher mg's made me ""foggy"" when I was not able to sleep the pain would increase which would lead to a cycle of not being able to sleep as I could not relax..the meds would help me to sleep which would allow my body to relax - this in turn led to a decrease in my symptoms..though there were still times when this would not be effective, such as if I was under high levels of stress or could not get 8 hours of sleep..if the condition continued for to long, severe depression, weepiness and other symptoms would begin to appear - usually a week of prescription sleep aides would help ""re-set"" my system and we could get back to the original program.",high
tussionex,8,"tussionex mycoplasma bronchitis - Suppression of cough Drowsiness, dizziness, dream-like state, very mild haluccinations, weakness in arms I was battling a severe, deep, incessant cough, and was diagnosed with mycoplasma bronchitis, probably contracted from my spouse who had walking pneumonia. I couldn�t go for more than 2 minutes without coughing, and couldn�t sleep through the night.  After suffering for well over a week, I finally was prescribed Tussionex (my spouse was too), and it was the most amazing relief � it suppressed the cough, and I could finally sleep. Due to the side effects, I haven�t taken it for any common colds or flus, but it was worthwhile for my severe cough.",high
zoloft,7,"zoloft anxiety / restlessness - better thought process - clear thinking
better sleep at night
less anxious none 100mg zoloft per day (one pill per day)",high
imitrex,8,"imitrex migraine - the only complete relief from one sided headache and nausea slight fatigue occasional tachycardia I was prescribed 100mg dosage pills, which are about the same price ($15/pill) as 50 mg. Taking a whole pill gave me relief but also a light headed sensation and odd heartbeat. I bit the pills in two to take approx. 50mg.  Gradually my system became inured to it's effects and I had to take the whole pill, also occasionally it just doesn't work anymore.  I have long lasting recurring headaches and have always been worried about overuse and rebound headaches, but so far, so good.",high
detrol-la,8,"detrol-la overactive bladder - Greatly improved the sense of urgency. I usually had to urinate every 20-30 minutes. Now I can go as long a 2-3 hours. I find I need to take it as soon as I get up for the best results.  If I wait I have a morning of running to the bathroom. I used to get up around 3-4 times a night and now get up only once. None of the side effects that are usually mentioned.  However, I do now have restless legs at night which I have not mentioned to my dr yet.  I hadn't thought it was related to the detrol until I saw on another post that someone else was complaining of restless legs at night after taking detrol? So I will mention it to my dr. because it is very annoying. The only other side effect is some drowsiness in the afternoons but it does pass. I had been suffering for years with an overactive bladder but had never brought it up to my dr. until our daughter was getting married in Jamaica and I just knew I could never make it without some help.  Doctor gave me sample and I saw improvement and tolerate it well so I have been on it ever since.",high
premarin,10,"premarin symptoms of menopause - no further hot flushes and palpitations, no mild panic attacks ,much improved sleep pattern, skin tone improved, much more positve attitude and general wellbeing, lowered cholesterol, and loss of weight gained prior to HRT, and also feel that my joints and flexibility has been maintained as physically I really am in much better shape and stronger than non HRT taking friends, and I am not an exerciser but am very activeie. paint the house, walk the dog etc Absolutely none, other than  friends advising NOT to take HRT because they have read reports negative reports on long term use. Very simple, take premarin and provera daily. have tried at various times lower doses maybe come of HRT due to cost factors and mdo I really need it but always go back as symptoms return.",high
celebrex,10,"celebrex hip flexor & back pain - I feel like a new person. I've had an MRI and all sorts of other tests and no one can find anything wrong with my right hip. I believe I tore the hip flexor several years ago in a yoga class and it never healed properly. Sitting at a desk for work aggravates the pain, and I bike every day which isn't good for it either. Additionally from sitting every day, my upper back and shoulders are often in pain. Celebrex took ALL aches away, and took my hip pain from a constant worrying sharp pain, down to a very mild twinge. LOVE IT. NONE. Took a pill. Swallowed.",high
panixine-disperdose,9,"panixine-disperdose impetigo - The sores and scabs healed quite quickly once started on the medication.  Problem was misdiagnosed for about 2 weeks, before a new diagnosis was obtained.
There were no side effects physically while taking the medication.  Quick recovery process. None that we could see. Patient has had problems with other medications causing stomach upset and similar conditions but in this case it was not relevant.  We found however, that also by applying some cortisol directly to the infected areas, the sores healed very quickly. Other than taking 4 tablets daily (with meals and before bed) for ten days, there were no other details.  Patient responded quickly to the treatment and had no noticeable side effects.  We found this drug to work quickly and effectively.",high
chantix,10,"chantix stop smoking - 30 year smoker at 1.5 packs per day In the beginning no side effects.  2.5 weeks into taking drug very severe stiff neck/joint/muscle pain.  Gas was bad at first along with consptipation.  Gas and constipation disappeared when I lowered the dosage from 2 mg per day to 1 mg per day.  Neck/shoulder tension/pain still exists, but worth it to stay smoke free. Began Chantix Starter pack, then quit on Day 7 or 8 of Chantix.  Been smoke free for 30 days with no withdrawal pains whatsoever.  I plan on staying on 1. mg of Chantix for another 60 days then tapering Chantix until drug free.  This is a miracle drug.  I could not have quit without Chantix.",high
solodyn,6,"solodyn folliculitis of scalp - Solodyn contains minocycline and is formulated to be taken once a day. This was very convenient and easy to remember. It can be taken with or without food. The Solodyn seemed to reduce the number of inflammatory lesions, and reduced irritation and itching was considerably. After a couple of weeks, the Solodyn produced heartburn and nausea. This was very uncomfortable, enough to disturb sleep at night. Solodyn also makes skin sensitive to the sun, so I had to remember to apply sunscreen every day, with at least a moderate SPF (SPF 30+). Healing and resolution of the folliculitis seemed slow, taking months. I took one Solodyn each day. I also washed my hair and scalp with Clobex shampoo, and applied Mupirocin ointment directly to the lesions.",high
prozac,7,prozac depressio - Relieved depression. Gastrointestinal. I take one pill a day.,high
neurontin,6,neurontin chronic pain (neck and migraines) - The course of treatment reduced the severity and the frequency of the neck pain and migraines by about 50%. Dizziness and fatigue the dose was started small and raised gradually to monitor side effects. It was only moderately successful and the side effects were quite a challenge. It was used as a standard prophylactic treatmemt against frequent migraines.,high
effexor-xr,7,effexor-xr depression - Alleviated deep depression. Sexual desire & response. Treatment ongoing.,high
metrolotion,9,"metrolotion perioral dermamtitis - The small pimples that accompany perioral dermatitis clear much more quickly with metrolotion.  The dry, red, irritated patches might be slightly calmed by the metrolotion, but topical cortisone is needed to clear them. none Metrolotion applied daily, and cortisone cream applied as needed, keep my perioral dermatitis (which is exacerbated by sun, wind, chlorine, and many facial products like sunscreen) undercontrol.",high
emsam,9,"emsam chronic ""atypical"" depression - I have been on every SSRI made- trial after disappointing trial since I was 19. This is the first medication that has worked for any length of time. (Paxil worked for a short period of time but maxed out w/o further benefit even with augmentation). The worst side effect I had was insomnia. At first, insomnia was OK because I was, for the first time, happy to be alive and being happy more hours of the day seemed hunky-dory. Of course sleep-deprivation isn't good for the brain and started to wear on my job performance. Tried many different sleep agents to no avail. (I have absolute tolerance to anything ending in -pam apparently). For the longest time I could sleep no more than 1-2 hours per night (but felt rested). I'm up to 4-5 hours (pre-med normal amount) without any sleep meds. No response to 6 mg, slight response to 9 mg, full response to 12 mg. I have adhered to none of the MAOI dietary restrictions (eat a lot of soy as a vegetarian, drink 2-3 tap beers upon occasion) with no adverse effect.

Problem- looking to augment now. After being on 12 mg for most of a year, ""atypical"" symptoms (overeating, oversleeping) returning and 12 mg is max dosage. Even so, I still feel better than I ever had previous to taking EMSAM.",high
aralen,1,"aralen malaria - my fever was reduced but just for a while, as i threw up almost every 30 minutes after taking the medication and and until i emptied my stomach, the nausea was constant with every intake of the drug . compulsive vomiting,nausea,headaches and intense shivering 2 tabs to be taken 3times daily for the duration of the treatment alongside aspirin.",Low
flonase,10,"flonase chronic sinus infection (long term), post nasal dr - I have had a cough for 15 years I related to allergies, plus post nasal drip that kept me up at night coughing.  Had sinus infections every year and then twice a year, went to dr and would be on antibiotics for 10 days or so and get better.  Well I finally went to a specialist and all the previous years I thought I was better, I was not.  My sinus were so infected he said I had a chronic sinus infection which was probably 4 years old.  He treated me for months with antibiotics and still could not clear up infection.  Sent me to Ear, nose , throat dr. and he wanted to do surgery right away.  That was 2 months ago.  After using the Flonase in combination with singular I have not had any problems.  Post nasal drip gone!!! which is a huge blessing.  Wish I had this nasal spray 10 years ago. When I was using 2 sprays each morning I did have nose bleeds.  Since I reduced it to one spray each side no more bleeds. I use every morning at the same time along with the Singular.",high
azelex,9,"azelex acne - Significant reduction in acne lesions.  The size, frequency and severity of the lesions was reduced in the first week of use. Drying, flaking, peeling of the skin where the cream was applied.  These side effects were reduced by using the product only at night time. I noticed reduction in frequency and severity of acne lesions during the first week of use.  Application was done on clean dry skin and a non-oily moisturizer was applied after the product had absorbed.   Sunscreen was applied for daytime use.",high
