Line,Speaker,Text,Date,Party,Location,URL
409,Trump,"Thank you very much. The Republican Party has a great chance to embrace millions of people that it's never known before. They're coming by the millions. We should seize that opportunity. These are great people. These are fantastic people. These are people that love our country. These are people that want to see America be great again. These are people that will win us the election and win it easily. These are people that once the election is won will be able to put Supreme Court justices up that will do a fabulous job. Because let me tell you, if we lose this election, you're going to have three, four or maybe even five justices and this country will never, ever recover. It will take centuries to recover. So I just say embrace these millions of people that now for the first time ever love the Republican Party. And unify. Be smart and unify.",03-10-2016,Republican,"Miami, Florida",http://www.presidency.ucsb.edu/ws/index.php?pid=115148
4,Clinton,"Well, good evening. And I want to thank the Congressional Black Caucus Institute and the people of Charleston for hosting us here on the eve of Martin Luther King Day tomorrow. You know, I remember well when my youth minister took me to hear Dr. King. I was a teenager. And his moral clarity, the message that he conveyed that evening really stayed with me and helped to set me on a path to service. I also remember that he spent the last day of his life in Memphis, fighting for dignity and higher pay for working people. And that is our fight still. We have to get the economy working and incomes rising for everyone, including those who have been left out and left behind. We have to keep our communities and our country safe. We need a president who can do all aspects of the job. I understand that this is the hardest job in the world. I'm prepared and ready to take it on and I hope to earn your support to be the nominee of the Democratic Party and the next president of the United States.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
18,Clinton,"I would work quickly to present to the Congress my plans for creating more good jobs in manufacturing, infrastructure, clean and renewable energy, raising the minimum wage, and guaranteeing, finally, equal pay for women's work. I would",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
20,Clinton,"...I would also be presenting my plans to build on the Affordable Care Act and to improve it by decreasing the out-of-pocket costs by putting a cap on prescription drug costs; by looking for ways that we can put the prescription drug business and the health insurance company business on a more stable platform that doesn't take too much money out of the pockets of hard-working Americans. And third, I would be working, in every way that I knew, to bring our country together. We do have too much division, too much mean- spiritedness. There's a lot we have to do on immigration reform, on voting rights, on campaign finance reform, but we need to do it together. That's how we'll have the kind of country for the 21st century that we know will guarantee our children and grandchildren the kind of future they deserve.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
32,Clinton,"Yes look, I have made it clear based on Senator Sanders' own record that he has voted with the NRA, with the gun lobby numerous times. He voted against the Brady Bill five times. He voted for what we call, the Charleston Loophole. He voted for immunity from gunmakers and sellers which the NRA said, ""was the most important piece of gun legislation in 20 years. "" He voted to let guns go onto the Amtrak, guns go into National Parks. He voted against doing research to figure out how we can save lives. Let's not forget what this is about, 90 people a day die from gun violence in our country. That's 33,000 people a year. One of the most horrific examples not a block from here where we had nine people murdered. Now, I am pleased to hear that Senator Sanders has reversed his position on immunity and I look forward to him joining with those members of congress who have already introduced legislation. There is no other industry in America that was given the total pass that the gun makers and dealers were and that needs to be reversed.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
38,Clinton,"Well, sadly it's reality, and it has been heartbreaking, and incredibly outraging to see the constant stories of young men like Walter Scott, as you said, who have been killed by police officers. Their needs to be a concerted effort to address the systemic racism in our criminal justice system. And, that requires a very clear, agenda for retraining police officers, looking at ways to end racial profiling, finding more ways to really bring the disparities that stalk our country into high relief. One out of three African American men may well end up going to prison. That's the statistic. I want people hear to think what we would be doing if it was one out of three white men, and very often, the black men are arrested, convicted and incarcerated",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
40,Clinton,"...for offensive that do not lead to the same results for white men. So, we have a very serious problem that we can no longer ignore.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
79,Clinton,"Well, Lester, you're right. Everywhere I go to campaign, I'm meeting families who are affected by the drug problem that mostly is opioids and heroin now, and lives are being lost and children are being orphaned. And I've met a lot of grandparents who are now taking care of grandchildren. So I have tried to come out with a comprehensive approach that, number one, does tell the states that we will work with you from the federal government putting more money, about a billion dollars a year, to help states have a different approach to dealing with this epidemic. The policing needs to change. Police officers must be equipped with the antidote to a heroin overdose or an opioid overdose, known as Narcan. They should be able to administer it. So should firefighters and others. We have to move away from treating the use of drugs as a crime and instead, move it to where it belongs, as a health issue. And we need to divert more people from the criminal justice system into drug courts, into treatment, and recovery.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
81,Clinton,So this is the kind of approach that we should take in dealing with what is now...,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
83,Clinton,... a growing epidemic.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
100,Clinton,"Well, Andrea, I am absolutely committed to universal health care. I have worked on this for a long time, people may remember that I took on the health insurance industry back in the '90s, and I didn't quit until we got the children's health insurance program that ensures eight million kids. And I certainly respect Senator Sanders' intentions, but when you're talking about health care, the details really matter. And therefore, we have been raising questions about the nine bills that he introduced over 20 years, as to how they would work and what would be the impact on people's health care? He didn't like that, his campaign didn't like it either. And tonight, he's come out with a new health care plan. And again, we need to get into the details. But here's what I believe, the Democratic Party and the United States worked since Harry Truman to get the Affordable Care Act passed. We finally have a path to universal health care. We have accomplished so much already. I do not to want see the Republicans repeal it, and I don't to want see us start over again with a contentious debate. I want us to defend and build on the Affordable Care Act and improve it.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
108,Clinton,"But -- Senator Sanders, if I can...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
110,Clinton,"You know, I have to say I'm not sure whether we're talking about the plan you just introduced tonight, or we're talking about the plan you introduced nine times in the Congress. But the fact is, we have the Affordable Care Act. That is one of the greatest accomplishments of President Obama, of the Democratic Party, and of our country.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
112,Clinton,And we have already seen 19 million Americans get insurance. We have seen the end of pre-existing conditions keeping people from getting insurance.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
114,Clinton,"We have seen women no longer paying more for our insurance than men. And we have seen young people, up to the age of 26, being able to stay on their parent's policy.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
116,Clinton,"Now, there are things we can do to improve it, but to tear it up and start over again, pushing our country back into that kind of a contentious debate, I think is the wrong direction.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
126,Clinton,"And that's exactly what we are able to do based on the foundation of the Affordable Care Act -- what Governor O'Malley just said is one of the models that we will be looking at to make sure we do get costs down, we do limit a lot of the unnecessary costs that we still have in the system. But, with all due respect, to start over again with a whole new debate is something that I think would set us back. The Republicans just voted last week to repeal the Affordable Care Act, and thank goodness, President Obama vetoed it and saved Obamacare for the American people.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
147,Clinton,"Well, as someone who -- as someone who has a little bit of experience standing up to the health insurance industry, that spent, you",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
149,Clinton,"...many, many millions of dollars attacking me, and probably will so again, because of what I believe we can do building on the Affordable Care Act, I think it's important to point out that there are a lot of reasons we have the health care system we have today. I know how much money influences the political decision-making. That's why I'm for huge campaign finance reform. However, we started a system that had private health insurance. And even during the Affordable Care Act debate, there was an opportunity to vote for what was called the public option. In other words, people could buy in to Medicare, and even when the Democrats were in charge of the Congress, we couldn't get the votes for that. So, what I'm saying is really simple. This has been the fight of the Democratic Party for decades. We have the Affordable Care Act. Let's make it work. Let's take the models that states are doing. We now have driven costs down to the lowest they've been in 50 years. Now we've got to get individual costs down. That's what I'm planning to do.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
152,Clinton,"Well, I think it's an important point the president made in his State of the Union. And here's what I would say. I will go anywhere, to meet with anyone, at any time to find common ground. That's what I did as a first lady, when I worked with both Democrats and Republicans to get the Children's Health Insurance Program, when I worked with Tom DeLay, one of the most partisan of Republicans, to reform the adoption and foster care system. What I did, working in the Senate, where I crossed the aisle often, working even with the senator from South Carolina, Lindsey Graham, to get Tricare for national guardsmen and women. And it's what I did as Secretary of State, on numerous occasions, and most particularly, rounding up two-thirds votes in order to pass a treaty that lowered the nuclear weapons in both Russia and the United States. So I know it's hard, but I also know you've got to work at it every single day. I look out here, I see a lot of my friends from the Congress. And I know that they work at it every single day. Because maybe you can't only find a little sliver of common ground to cooperate with somebody from the other party, but who knows. If you're successful there, maybe you can build even more. That's what I would do.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
185,Clinton,"Well thanks for the question and congratulations on five million viewers on YouTube, that's quite an accomplishment. Look, this election is mostly about the future and therefore it is of greatest urgency for young people. I've laid out my ideas about what we can do to make college affordable; how we can help people pay off their student debts and save thousands of dollars, how we can create more good jobs because a lot of the young people that I talk with are pretty disappointed the economic prospects they feel their facing. So making community college free, making it possible to attend a public college or university with debt free tuition, looking for ways to protect our rights especially from the concerted Republican assault; on voting rights, on women's rights, on gay rights, on civil rights, on workers rights. And I know how much young people value their independence, their autonomy, and their rights. So I think this is an election where we have to pull young people and older people together to have a strategy about how we're going to encourage even more American's to vote because it absolutely clear to me...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
187,Clinton,That turning over our White House to the Republicans would be bad for everybody especially young people.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
189,Clinton,"Look, I have the greatest respect for Senator Sanders and for his supports and I'm going to keep working as hard as I can to reach as many people of all ages about what I will do, what the experience and the ideas that I have that I will bring to the White House and I hope to have their support when I'm the Democratic nominee.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
199,Clinton,"Well, there's no daylight on the basic premise that there should be no bank too big to fail and no individual too powerful to jail. We agree on that. But where we disagree is the comments that Senator Sanders has made that don't just affect me, I can take that, but he's criticized President Obama for taking donations from Wall Street, and President Obama has led our country out of the great recession. Senator Sanders called him weak, disappointing. He even, in 2011, publicly sought someone to run in a primary against President Obama. Now, I personally believe that President Obama's work to push through the Dodd-Frank...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
201,Clinton,"The Dodd-Frank bill and then to sign it was one of the most important regulatory schemes we've had since the 1930s. So I'm going to defend Dodd-Frank and I'm going to defend President Obama for taking on Wall Street, taking on the financial industry and getting results.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
211,Clinton,"You know, I think since -- since Senator Standers followed up on this...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
213,Clinton,"Your profusion of comments about your feelings towards President Obama are a little strange given what you said about him in 2011. But look, I have a plan that most commentators have said is tougher, more effective, and more comprehensive.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
215,Clinton,"It builds on the Dodd-Frank -- yes, it is. It builds on the Dodd-Frank, regulatory scheme...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
217,Clinton,"... but it goes much further, because...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
219,Clinton,"... both the governor and the senator have focused only on the big banks. Lehman Brothers, AIG, the shadow banking sector were as big a problem in what caused the Great Recession, I go after them. And I can tell you that the hedge fund billionaires who are running ads against me right now, and Karl Rove, who started running an ad against me right now, funded by money from the financial services sector, sure thing, I'm the one they don't want to be up against.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
225,Clinton,"Yes, well, first of all -- first of all, Paul Krugman, Barney Frank, others have all endorsed my plan. Secondly, we have Dodd-Frank. It gives us the authority already to break up big banks that pose...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
227,Clinton,"That pose a risk to the financial sector. I want to go further and add to that. And, you know, Governor, you have raised money on Wall Street. You raised a lot of money on Wall Street when you were the head of the Democratic Governor's Association...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
229,Clinton,And you were...,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
233,Clinton,"Yes, well, the point is that if we're going to be serious about this and not just try to score political points, we should know what's in Dodd-Frank, and what's in Dodd-Frank already gives the president the",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
235,Clinton,...with his regulators to make those decisions.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
241,Clinton,"Well, the last point on this is, Senator Sanders, you're the only one on this stage that voted to deregulate the financial market in 2000, to take the cops off the street, to use Governor O'Malley's phrase, to make the SEC and the Commodities Futures Trading Commission no longer able to regulate swaps and derivatives, which were one of the main cause of the collapse in '08. So there's plenty...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
243,Clinton,"There's plenty of problems that we all have to face together. And the final thing I would say, we're at least having a vigorous debate about reining in Wall Street...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
245,Clinton,"... The Republicans want to give them more power, and repeal Dodd-Frank. That's what we need to stop...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
263,Clinton,"Well, I have actually documented every way that I'm going to pay for what I'm doing because I think the American public deserves to know. And, you can go to my website and actually see that. But, there are serious questions about how we're going to pay for what we want to see our country do. And, I'm the only candidate standing here tonight who has said I will not raise taxes on the middle class. I want to raise incomes, not taxes, and I'm going to do everything I can to make sure that the wealthy pay for debt free tuition, for child care, for paid family leave. To help us bring down student debt we're going to refinance that student debt, saving kids thousands of dollars. Yeah, and that will also come out of the -- some of the pockets of people in the financial services industry...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
265,Clinton,But I will tell you exactly how I pay for everything I've,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
302,Clinton,And let me...,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
309,Clinton,"Well, I'm very proud of the Iran Nuclear Agreement. I was very pleased to be part of what the president put into action when he took office. I was responsible for getting those sanctions imposed which put the pressure on Iran. It brought them to the negotiating table which resulted in this agreement. And so, they have been so far, following their requirements under the agreement. But I think we still have to carefully watch them. We've had one good day over 36 year and I think we need more good days before we move more rapidly toward any kind of normalization. And we have to be sure that they are truly going to implement the agreement. And then, we have to go after them on a lot of their other bad behavior in the region which is causing enormous problems in Syria, Yemen, Iraq and elsewhere.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
311,Clinton,"Absolutely not. I have a three point plan that does not include American Ground forces. It includes the United States leading an air coalition which is what we're doing, supporting fighters on the ground; the Iraqi Army which is beginning to show more ability, the Sunni fighters that we are now helping to reconstitute and Kurdish on both sides of the border. I think we also have try to disrupt their supply chain of foreign fighters and foreign money and we do have to contest them in online space. So I'm very committed to both going after ISIS but also supporting what Secretary Kerry is doing to try to move on a political diplomatic to try to begin to slow down and hopefully end the carnage in Syria which is the root of so many of the problems that we seen in the region and beyond.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
326,Clinton,"Look, I think that the president's decision to go after the chemical weapons once there was a potential opportunity to build on when the Russians opened that door resulted in a very positive outcome. We were able to get the chemical weapons out. I know from my own experience as secretary of State that we were deeply worried about Assad's forces using chemical weapons because it would have had not only a horrific affect on people in Syria, but it could very well have affected the surrounding states, Jordan, Israel, Lebanon, Turkey. So getting those chemical weapons out was a big deal, but...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
328,Clinton,Well -- but -- but...,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
330,Clinton,"I think, as commander in chief, you've got to constantly be evaluating the decisions you have to make. I know a little bit about this, having spent many hours in the situation room, advising President Obama. And I want to just add to something that Senator Sanders said, the United States had a very big interest in trying to help stabilize the region. If there is any blame to be spread around, it starts with the prime minister of Iraq, who sectarianized his military, setting Shia against Sunni. It is amplified by Assad, who has waged one of the bloodiest, most terrible attacks on his own people: 250,000-plus dead, millions fleeing. Causing this vacuum that has been filled unfortunately, by terrorist groups, including ISIS. So, I think we are in the midst of great turmoil in this region. We have a proxy conflict going on between Saudi Arabia and Iran. You know, one of the criticisms I've had of Senator Sanders is his suggestion that, you know, Iranian troops be used to try to end the war in Syria...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
332,Clinton,"... and go after ISIS, which I don't think would be a good idea.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
335,Clinton,"But overall, a lot of the forces at work in the region are ones that we cannot directly influence, but we can...",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
344,Clinton,"Well, it would depend on what I got for it and I can tell you what we got in the first term, we got a new start treaty to reduce nuclear weapons between the United States and Russia. We got permission to resupply our troops in Afghanistan by traveling across Russia. We got Russia to sign on to our sanctions against Iran and other very important commitments. So look, in diplomacy, you are always trying to see how you can figure out the interest of the other to see if there isn't some way you can advance your security and your values. When Putin came back in the fall of 2011, it was very clear he came back with a mission. And I began speaking out as soon as that happened because there were some fraudulent elections held, and Russians poured out into the streets to demand their freedom, and he cracked down. And in fact, accused me of fomenting it. So we now know that he has a mixed record to say the least and we have to figure out how to deal with him.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
346,Clinton,"Well, my relationship with him, it's -- it's interesting.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
348,Clinton,"It's one, I think, of respect. We've had some very tough dealings with one another. And I know that he's someone that you have to continuingly stand up to because, like many bullies, he is somebody who will take as much as he possibly can unless you do. And we need to get the Europeans to be more willing to stand up, I was pleased they put sanctions on after Crimea and eastern Ukraine and the downing of the airliner, but we've got to be more united in preventing Putin from taking a more aggressive stance in Europe and the Middle East.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
366,Clinton,"Oh, we're breaking? OK.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
373,Clinton,"Well, I wanted to say, and I'll do it quickly, I was very pleased that leaders of President Obama's administration went out to Silicon Valley last week and began exactly this conversation about what we can do, consistent with privacy and security. We need better intelligence cooperation, we need to be sure that we are getting the best intelligence that we can from friends and allies around the world. And then, we've got to recognize our first line of defense against lone wolf attacks is among Muslim Americans. And it is not only shameful, it is dangerous for the kinds of comments you're hearing from the Republican side. We need to be reaching out and unifying our country against terrorist attacks and lone wolves, and working with Muslim Americans.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
380,Clinton,That is not what I've heard. Let me leave it at that.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
394,Clinton,"Well, it'll start at the kitchen table, we'll see how it goes from there. And",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
396,Clinton,"...I'm going to have the very best advisers that I can possibly have, and when it comes to the economy and what was accomplished under my husband's leadership and the '90s -- especially when it came to raising incomes for everybody and lifting more people out of poverty than at any time in recent history -- you bet. I'm going to ask for his ideas, I'm going ask for his advice, and I'm going use him as a goodwill emissary to go around the country to find the best ideas we've got, because I do believe, as he said, everything that's wrong with America has been solved somewhere in America. We just have to do more of it, and we have to reach out, especially into poor communities and communities of color, to give more people their own chance to get ahead.",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
426,Clinton,"Well Lester, I spent a lot of time last week being outraged by what's happening in Flint, Michigan and I think every single American should be outraged. We've had a city in the United States of America where the population which is poor in many ways and majority African American has been drinking and bathing in lead contaminated water. And the governor of that state acted as though he didn't really care. He had request for help and he had basically stone walled. I'll tell you what, if the kids in a rich suburb of Detroit had been drinking contaminated water and being bathed in it, there would've been action. So I sent my top campaign aide down there to talk to the mayor of Flint to see what I could to help. I issued a statement about what we needed to do and then I went on a T.V. show and I said, ""it was outrageous that the governor hadn't acted and within two hours he had.""",1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
428,Clinton,I want to be a president who takes care of the big problems and the problems that are affecting the people of our country everyday.,1/17/16,Democratic,"Charleston, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111409
18,Trump,"Well, I can say this. If the president, and if I were president now, I would certainly want to try and nominate a justice. I'm sure that, frankly, I'm absolutely sure that President Obama will try and do it. I hope that our Senate is going to be able -- Mitch, and the entire group, is going to be able to do something about it. In times of delay, we could have a Diane Sykes, or you could have a Bill Pryor -- we have some fantastic people. But this is a tremendous blow to conservatism. It's a tremendous blow, frankly, to our country.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
20,Trump,"... I think he's going to do it whether or I'm O.K. with it or not. I think it's up to Mitch McConnell and everybody else to stop it. It's called delay, delay, delay.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
65,Trump,"What we want to do, when we want to do it, and how hard do we want to hit? Because we are going to have to hit very, very hard to knock out ISIS. We're going to also have to learn who our allies are. We have allies, so-called allies, we're spending billions and billions of dollars supporting people -- we have no idea who they are in Syria. Do we want to stay that route, or do we want to go and make something with Russia? I hate to say Iran, but with Russia, because we -- and the Iran deal is one of the worst deals I have ever seen negotiated in my entire life. It's a disgrace that this country negotiated that deal. But very",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
67,Trump,"Not only a disgrace, it's a disgrace and an embarrassment. But very important, who are we fighting with? Who are we fighting for? What are we doing? We have to rebuild our country. But we have to -- I'm the only one on this stage that said: ""Do not go into Iraq. Do not attack Iraq."" Nobody else on this stage said that. And I said it loud and strong. And I was in the private sector. I wasn't a politician, fortunately. But I said it, and I said it loud and clear, ""You'll destabilize the Middle East."" That's exactly what happened. I also said, by the way, four years ago, three years ago, attack the oil, take the wealth away, attack the oil and keep the oil. They didn't listen. They just started that a few months ago.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
97,Trump,"...Lindsey Graham, who backs him, had zero on his polls. Let me just say something -- we've spent -- we've spent. I only tell the truth, lobbyists. We've spent $5 trillion dollars all over the -- we have to rebuild our country. We have to rebuild our infrastructure. You listen to that, you're going to be there for another 15...",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
99,Trump,... You'll end up with World War III...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
104,Trump,... We're supporting troops...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
106,Trump,... that we don't even know who they are.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
109,Trump,... We're supporting troops that we don't even know who they are...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
111,Trump,We have no idea who they are.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
114,Trump,"... Oh, yeah, yeah...",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
118,Trump,... 44 million -- give me a break.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
132,Trump,"First of all, I have to say, as a businessman, I get along with everybody. I have business all over the world.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
134,Trump,"I know so many of the people in the audience. And by the way, I'm a self-funder. I don't have -- I have my wife and I have my son. That's all I have. I don't have this.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
136,Trump,"So let me just tell you, I get along with everybody, which is my obligation to my company, to myself, et cetera. Obviously, the war in Iraq was a big, fat mistake. All right? Now, you can take it any way you want, and it took -- it took Jeb Bush, if you remember at the beginning of his announcement, when he announced for president, it took him five days. He went back, it was a mistake, it wasn't a mistake. It took him five days before his people told him what to say, and he ultimately said, ""It was a mistake."" The war in Iraq, we spent $2 trillion, thousands of lives, we don't even have it. Iran has taken over Iraq, with the second-largest oil reserves in the world. Obviously, it was a mistake.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
138,Trump,George Bush made a mistake. We can make mistakes. But that one was a beauty. We should have never been in Iraq. We have destabilized the Middle East.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
141,Trump,"You do whatever you want. You call it whatever you want. I want to tell you. They lied. They said there were weapons of mass destruction, there were none. And they knew there were none. There were no weapons of mass destruction.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
147,Trump,I'm being nice.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
151,Trump,He spent $22 million in...,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
158,Trump,"The World Trade Center came down during your brother's reign, remember that.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
161,Trump,That's not keeping us safe.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
163,Trump,She should be running.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
180,Trump,"How did he keep us safe when the World Trade Center -- the World -- excuse me. I lost hundreds of friends. The World Trade Center came down during the reign of George Bush. He kept us safe? That is not safe. That is not safe, Marco. That is not safe.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
183,Trump,"And George Bush -- by the way, George Bush had the chance, also, and he didn't listen to the advice of his C.I.A.",2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
188,Trump,I don't want to go.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
202,Trump,Yes.,2/13/16,Republican,"Greenville, South Carolina",http://www.presidency.ucsb.edu/ws/index.php?pid=111500
